Nation,Total Units,Total Fatalities,Total Serious Injuries,Total Minor Injuries,Year,Month,Day,Time,Speed Limit,Moisture,Adverse Weather Conditions,DayNight,Crash Type,Crash Severity,Alcohol Related ,Drug Related
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 03:50 pm, 050, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Wednesday, 12:20 pm, 060, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 3, 0, 0, 0, 2017, June, Wednesday, 04:12 pm, 080, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 05:00 pm, 080, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 05:25 pm, 060, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Wednesday, 03:30 pm, 060, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Wednesday, 04:30 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 06:15 pm, 050, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 06:05 pm, 060, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 1, 2017, June, Wednesday, 05:00 pm, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 06:20 pm, 050, Dry, N, Night, Hit Pedestrian, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 08:00 pm, 050, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 11:42 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 2, 2, 0, 2017, June, Thursday, 12:40 am, 110, Dry, N, Night, Hit Fixed Object, Fatal, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 08:30 am, 110, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 08:25 am, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 4, 0, 0, 0, 2017, June, Wednesday, 10:15 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, June, Wednesday, 12:20 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Thursday, 08:30 am, 050, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 08:23 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Wednesday, 03:55 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 2, 2017, June, Thursday, 01:35 pm, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 01:40 pm, 060, Dry, N, Daylight, Hit Pedestrian, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 09:00 pm, 060, Dry, N, Night, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Thursday, 04:45 pm, 080, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, Y
AUS, 3, 0, 0, 0, 2017, June, Wednesday, 03:45 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 05:00 pm, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 05:37 pm, 060, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 03:20 pm, 070, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 4, 0, 0, 1, 2017, June, Thursday, 06:30 pm, 070, Dry, N, Night, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Saturday, 06:30 pm, 060, Dry, N, Night, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 06:37 am, 100, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 06:00 am, 060, Dry, N, Night, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Thursday, 08:25 am, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 03:29 pm, 050, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 04:55 am, 100, Wet, Y, Night, Hit Fixed Object, Minor Injury, N, N
AUS, 4, 0, 0, 0, 2017, June, Friday, 08:25 am, 080, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 1, 0, 2017, June, Wednesday, 12:00 pm, 080, Dry, N, Daylight, Side Swipe, Major Injury, N, N
AUS, 2, 0, 0, 2, 2017, June, Friday, 08:45 am, 050, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 06:30 pm, 060, Dry, N, Night, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 10:05 am, 060, Wet, Y, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 09:20 am, 090, Wet, Y, Daylight, Hit Fixed Object, Not Injured, N, Y
AUS, 3, 0, 1, 1, 2017, June, Friday, 10:43 am, 070, Dry, N, Daylight, Head On, Major Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 10:35 am, 050, Wet, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 10:50 am, 080, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, June, Thursday, 07:20 am, 080, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 01:22 pm, 060, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 12:35 pm, 080, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 01:15 pm, 050, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 02:15 pm, 050, Wet, Y, Daylight, Right Angle, Not Injured, N, N
AUS, 4, 0, 0, 0, 2017, June, Friday, 02:10 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 01:55 pm, 040, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 08:15 am, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 03:45 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 04:20 pm, 080, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 01:20 pm, 060, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, June, Friday, 03:20 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 05:10 pm, 050, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 05:30 pm, 060, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 05:25 pm, 050, Dry, N, Night, Right Angle, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, June, Friday, 05:42 pm, 060, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 05:30 pm, 080, Wet, N, Night, Hit Fixed Object, Minor Injury, N, N
AUS, 3, 0, 0, 0, 2017, June, Friday, 05:45 pm, 060, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 03:05 pm, 050, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS, 3, 0, 0, 1, 2017, June, Friday, 11:00 am, 060, Wet, Y, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 11:15 pm, 080, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 03:42 pm, 040, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 03:30 pm, 100, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 3, 2017, June, Saturday, 01:45 pm, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 11:30 am, 060, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Saturday, 01:05 pm, 080, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Saturday, 03:00 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Saturday, 12:00 pm, 050, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Saturday, 04:00 pm, 060, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, Y
AUS, 2, 0, 0, 1, 2017, June, Saturday, 04:00 pm, 050, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS, 3, 0, 0, 0, 2017, June, Saturday, 05:35 pm, 060, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Saturday, 03:30 am, 050, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 4, 0, 0, 0, 2017, June, Saturday, 05:25 pm, 060, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Saturday, 07:35 pm, 060, Dry, N, Night, Hit Fixed Object, Minor Injury, N, Y
AUS, 2, 0, 0, 2, 2017, June, Saturday, 01:20 pm, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 1, 0, 2017, June, Saturday, 08:30 am, 040, Dry, N, Daylight, Hit Fixed Object, Major Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Sunday, 12:20 am, 060, Dry, N, Night, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Saturday, 01:30 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Saturday, 09:20 am, 090, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Sunday, 11:05 am, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Saturday, 10:30 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 1, 2017, June, Sunday, 11:20 am, 050, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Saturday, 11:45 pm, 090, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Sunday, 01:00 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Sunday, 10:30 am, 100, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 1, 0, 2017, June, Sunday, 01:30 pm, 060, Dry, N, Daylight, Hit Fixed Object, Major Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Sunday, 03:05 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Sunday, 03:25 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Sunday, 04:12 pm, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Sunday, 11:45 am, 110, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 1, 1, 2017, June, Sunday, 05:20 pm, 060, Dry, N, Night, Right Angle, Major Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Sunday, 05:52 pm, 060, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Sunday, 08:00 pm, 060, Dry, N, Night, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 03:00 am, 050, Dry, N, Night, Hit Pedestrian, Not Injured, N, N
AUS, 2, 0, 0, 3, 2017, June, Monday, 05:45 am, 060, Dry, N, Night, Side Swipe, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 02:55 am, 060, Dry, N, Night, Hit Fixed Object, Not Injured, Y, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 08:15 am, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 07:50 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 2, 2017, June, Monday, 07:46 am, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, Y
AUS, 2, 0, 0, 0, 2017, June, Monday, 08:35 am, 050, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 03:00 pm, 070, Wet, Y, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 10:30 am, 010, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS, 2, 0, 1, 0, 2017, June, Monday, 09:30 am, 050, Dry, N, Daylight, Hit Fixed Object, Major Injury, N, Y
AUS, 2, 0, 0, 1, 2017, June, Saturday, 12:50 pm, 070, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS, 2, 0, 0, 2, 2017, June, Sunday, 05:30 pm, 060, Dry, N, Night, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Monday, 09:20 am, 050, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 08:40 am, 050, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 06:30 am, 090, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Monday, 02:10 pm, 080, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Monday, 02:00 pm, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 03:10 pm, 050, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 03:15 pm, 050, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 02:30 pm, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 05:30 pm, 050, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Monday, 06:10 pm, 070, Dry, N, Night, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Monday, 06:15 pm, 050, Dry, N, Night, Right Angle, Minor Injury, N, N
AUS, 3, 0, 0, 1, 2017, June, Monday, 05:45 pm, 060, Dry, N, Night, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Friday, 11:40 am, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 05:15 pm, 050, Dry, N, Night, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 2, 2017, June, Monday, 05:10 pm, 080, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 03:00 am, 050, Dry, N, Night, Hit Fixed Object, Not Injured, N, Y
AUS, 2, 0, 0, 1, 2017, June, Tuesday, 06:00 am, 050, Dry, N, Night, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 08:35 am, 050, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Monday, 02:45 pm, 080, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 08:10 am, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 2, 2017, June, Tuesday, 09:15 am, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 11:00 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 08:00 am, 050, Dry, N, Daylight, Head On, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Monday, 10:55 am, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 09:30 am, 040, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 12:00 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 11:25 am, 050, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Tuesday, 09:25 am, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 10:00 am, 100, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, May, Friday, 06:00 am, 090, Dry, N, Night, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 2, 2017, June, Tuesday, 10:00 am, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 11:50 am, 050, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Tuesday, 06:33 am, 050, Dry, N, Night, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 11:40 am, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 10:35 am, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 12:15 pm, 050, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 11:35 am, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 1, 0, 2017, June, Tuesday, 03:45 pm, 110, Dry, N, Daylight, Rear End, Major Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Tuesday, 12:00 pm, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 06:40 am, 060, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Monday, 08:40 am, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 3, 0, 0, 0, 2017, June, Tuesday, 04:20 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 08:00 pm, 060, Dry, N, Night, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Tuesday, 04:03 pm, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Tuesday, 05:50 pm, 060, Dry, N, Night, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 2, 2017, June, Tuesday, 05:15 pm, 090, Dry, N, Night, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 06:05 pm, 060, Dry, N, Night, Hit Pedestrian, Not Injured, N, N
AUS, 2, 0, 0, 2, 2017, June, Tuesday, 06:00 pm, 060, Dry, N, Night, Side Swipe, Minor Injury, N, Y
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 10:25 pm, 050, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 10:33 pm, 080, Dry, N, Night, Hit Fixed Object, Not Injured, Y, N
AUS, 2, 0, 0, 1, 2017, June, Wednesday, 03:11 am, 080, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, Y
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 01:35 am, 050, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 06:00 am, 050, Dry, N, Night, Hit Fixed Object, Not Injured, Y, N
AUS, 2, 0, 0, 1, 2017, June, Friday, 11:00 am, 070, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 09:11 am, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 09:03 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 11:52 am, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 07:02 am, 050, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Tuesday, 02:55 pm, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 2, 2017, June, Wednesday, 08:48 am, 050, Wet, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 11:01 am, 050, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 01:00 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, Y
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 03:25 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 05:10 pm, 070, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 03:30 pm, 050, Dry, N, Daylight, Hit Pedestrian, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 02:30 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 03:50 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 04:30 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 02:21 pm, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Wednesday, 03:20 pm, 090, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 3, 0, 1, 1, 2017, June, Wednesday, 03:30 pm, 060, Dry, N, Daylight, Rear End, Major Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Wednesday, 07:20 pm, 060, Dry, N, Night, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 06:15 pm, 050, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 07:25 pm, 060, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 03:10 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 03:35 pm, 050, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Tuesday, 04:00 pm, 080, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 08:00 pm, 050, Dry, N, Night, Hit Fixed Object, Not Injured, Y, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 01:00 am, 050, Dry, N, Night, Hit Fixed Object, Not Injured, N, Y
AUS, 2, 0, 0, 1, 2017, June, Thursday, 08:00 am, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 7, 0, 0, 3, 2017, June, Thursday, 08:20 am, 060, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, June, Thursday, 07:30 am, 050, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 3, 0, 0, 0, 2017, June, Thursday, 08:30 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Wednesday, 10:25 am, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 07:00 am, 060, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 01:30 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 08:45 am, 060, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Monday, 11:00 pm, 050, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 09:00 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 1, 2017, June, Wednesday, 02:00 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 3, 0, 0, 1, 2017, June, Thursday, 11:02 am, 080, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 08:55 am, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 04:20 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Wednesday, 01:30 pm, 060, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 10:00 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 10:25 am, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 01:15 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, June, Thursday, 11:30 am, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Thursday, 02:50 pm, 060, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS, 2, 0, 0, 2, 2017, June, Thursday, 02:45 pm, 060, Dry, N, Daylight, Right Angle, Minor Injury, Y, N
AUS, 2, 0, 0, 0, 2017, June, Wednesday, 11:40 am, 100, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, June, Thursday, 04:24 pm, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
